32,0.26000000000000001,0,0,0,0,0,0,0,0
33,0.26900000000000002,0.040250000000000001,-0.056250000000000015,0.22775000000000001,0.75624999999999998,133.5,149.5,139.5,175.5
34,0.40800000000000003,0.032125000000000015,0.41312500000000002,0.37587500000000001,0.75687499999999996,199.5,164.5,210.5,175.5
35,0.64600000000000002,-0.021250000000000015,-0.033625000000000016,0.66625000000000001,0.74762499999999998,43.5,94.5,65.5,119.5
36,0.57200000000000006,0.023374999999999979,-0.10262499999999998,0.55462500000000003,0.80362500000000003,126.5,182.5,143.5,211.5
37,0.83100000000000007,0.0092499999999999926,-0.049250000000000002,0.82174999999999998,0.76324999999999998,147.5,149.5,173.5,175.5
38,0.73199999999999998,0.016500000000000025,-0.048750000000000002,0.76650000000000007,0.76375000000000004,174.5,149.5,198.5,175.5
39,0.22500000000000001,0.018749999999999999,0.41312500000000002,0.20625000000000002,0.75687499999999996,94.5,8.5,100.5,19.5
40,0.29999999999999999,-0.0012500000000000072,-0.19075,0.31125000000000003,0.74675000000000002,54.5,181.5,64.5,211.5
41,0.29999999999999999,-0.011250000000000007,-0.19075,0.30125000000000002,0.74675000000000002,65.5,181.5,75.5,211.5
42,0.55100000000000005,0.0088749999999999853,0.26937500000000003,0.54012499999999997,0.80062500000000003,57.5,2.5,74.5,19.5
43,0.57200000000000006,0.003749999999999986,0.071750000000000008,0.56625000000000003,0.63424999999999998,38.5,1.5,56.5,19.5
44,0.26800000000000002,0.0071249999999999968,-0.16275000000000001,0.22587499999999999,0.14974999999999999,203.5,56.5,210.5,66.5
45,0.32200000000000001,0.0047499999999999964,0.18987500000000002,0.31725000000000003,0.34612500000000002,199.5,158.5,209.5,163.5
46,0.26800000000000002,0.040250000000000001,-0.055875000000000001,0.22775000000000001,0.16287499999999999,203.5,48.5,209.5,55.5
47,0.372,-0.032749999999999987,-0.033625000000000016,0.40475,0.74762499999999998,139.5,94.5,153.5,119.5
48,0.57200000000000006,0.0047499999999999895,-0.048750000000000002,0.56725000000000003,0.76375000000000004,0.5,120.5,18.5,146.5
49,0.57200000000000006,0.05012500000000001,-0.033625000000000016,0.39387500000000003,0.74762499999999998,46.5,41.5,57.5,66.5
50,0.57200000000000006,0.0027499999999999894,-0.044250000000000018,0.56525000000000003,0.76824999999999999,19.5,120.5,37.5,146.5
51,0.57200000000000006,-0.0012500000000000143,-0.049250000000000002,0.56125000000000003,0.76324999999999998,38.5,120.5,56.5,146.5
52,0.57200000000000006,-0.010374999999999987,-0.031625000000000014,0.58337499999999998,0.74962499999999999,77.5,41.5,96.5,66.5
53,0.57200000000000006,0.023374999999999979,-0.054250000000000013,0.55462500000000003,0.75824999999999998,57.5,120.5,74.5,146.5
54,0.57200000000000006,0.0087499999999999852,-0.049250000000000002,0.57125000000000004,0.76324999999999998,75.5,120.5,93.5,146.5
55,0.57200000000000006,0.0022499999999999929,-0.033625000000000016,0.56474999999999997,0.74762499999999998,193.5,67.5,211.5,92.5
56,0.57200000000000006,0.004249999999999989,-0.049250000000000002,0.56674999999999998,0.76324999999999998,94.5,120.5,112.5,146.5
57,0.57200000000000006,0.003749999999999986,-0.049250000000000002,0.56625000000000003,0.76324999999999998,113.5,120.5,131.5,146.5
58,0.26800000000000002,0.040250000000000001,-0.06012499999999997,0.22775000000000001,0.59612500000000002,154.5,45.5,160.5,66.5
59,0.26800000000000002,-0.012499999999999997,-0.16449999999999998,0.23750000000000002,0.58550000000000002,145.5,42.5,153.5,66.5
60,0.57200000000000006,0.004249999999999989,0.080750000000000002,0.56674999999999998,0.64324999999999999,0.5,1.5,18.5,19.5
61,0.57200000000000006,0.019374999999999983,0.18012500000000001,0.55062500000000003,0.52387499999999998,188.5,21.5,205.5,32.5
62,0.57200000000000006,0.004249999999999989,0.080750000000000002,0.56674999999999998,0.64324999999999999,19.5,1.5,37.5,19.5
63,0.434,-0.024374999999999987,-0.051250000000000004,0.44437500000000002,0.76124999999999998,132.5,120.5,147.5,146.5
64,0.89900000000000002,0.012000000000000014,-0.12499999999999997,0.88700000000000001,0.75,144.5,183.5,172.5,211.5
65,0.63900000000000001,-0.040374999999999994,-0.032125000000000015,0.67837500000000006,0.74912500000000004,22.5,41.5,45.5,66.5
66,0.65000000000000002,0.065250000000000002,-0.033625000000000016,0.62775000000000003,0.74762499999999998,97.5,41.5,115.5,66.5
67,0.63200000000000001,0.018500000000000016,-0.049250000000000002,0.64349999999999996,0.76324999999999998,148.5,120.5,168.5,146.5
68,0.72999999999999998,0.054875000000000028,-0.033625000000000016,0.71112500000000001,0.74762499999999998,171.5,67.5,192.5,92.5
69,0.55600000000000005,0.062125000000000014,-0.033625000000000016,0.53087499999999999,0.74762499999999998,155.5,67.5,170.5,92.5
70,0.51900000000000002,0.062125000000000014,-0.033625000000000016,0.53087499999999999,0.74762499999999998,139.5,67.5,154.5,92.5
71,0.72799999999999998,0.029374999999999988,-0.049250000000000002,0.68562500000000004,0.76324999999999998,169.5,120.5,190.5,146.5
72,0.74099999999999999,0.057500000000000023,-0.033625000000000016,0.6825,0.74762499999999998,96.5,67.5,116.5,92.5
73,0.33900000000000002,-0.0028749999999999965,-0.033625000000000016,0.34087499999999998,0.74762499999999998,84.5,67.5,95.5,92.5
74,0.27300000000000002,-0.11987500000000001,-0.22237500000000002,0.22387500000000002,0.74637500000000001,17.5,180.5,28.5,211.5
75,0.61899999999999999,0.061125000000000013,-0.033625000000000016,0.65487499999999998,0.74762499999999998,38.5,67.5,57.5,92.5
